id,category,subcategory,food_name,local_name,aliases,serving_size,serving_unit,weight_g,calories_kcal,protein_g,carbohydrates_g,fat_g,dietary_fiber_g,total_sugars_g,saturated_fat_g,sodium_mg,cholesterol_mg,food_type,source,ingredients
1573,Indian Meals,Soups,Cold Tomato Soup,,"cold tomato soup, cold tomato soups, cold-tomato-soup, tamatar",1,bowl,274.5,16.9,0.1,0.6,1.6,0.2,0.2,1,287,4,Meals / Prepared Food,curated,"Tomato, Onion, Garlic, Black Pepper, Salt, Stock/Water"
1574,Indian Meals,Soups,Cream of Broccoli Soup,,"cream of broccoli soup, cream of broccoli soups, cream-of-broccoli-soup",1,bowl,460.7,56.1,9,3.7,12.7,1.9,1.6,2.3,8792,8,Meals / Prepared Food,curated,"Cream, Broccoli, Onion, Garlic, Black Pepper, Salt, Stock/Water"
1575,Indian Meals,Soups,Cream of Carrot Soup,,"cream of carrot soup, cream of carrot soups, cream-of-carrot-soup, gajar",1,bowl,465.7,59.8,8.3,5.7,12.4,2,1.8,2.1,8695,7,Meals / Prepared Food,curated,"Carrot, Cream, Carrots, Onion, Garlic, Black Pepper, Salt, Stock/Water"
1576,Indian Meals,Soups,Cream of Green Peas Soup,,"cream of green peas soup, cream of green peas soups, cream-of-green-peas-soup, matar",1,soup bowl,408.5,127.8,7.1,6.8,14.8,3,1.6,2.7,5000,6,Meals / Prepared Food,curated,"Green Peas, Cream, Peas, Onion, Garlic, Black Pepper, Salt, Stock/Water"
1577,Indian Meals,Soups,Cream of Mixed Vegetable Soup,,"cream of mixed vegetable soup, cream of mixed vegetable soups, cream-of-mixed-vegetable-soup",1,soup bowl,362.4,59.6,6.8,4.9,9,2.1,2.1,2,5655,7,Meals / Prepared Food,curated,"Cream, Onion, Garlic, Black Pepper, Salt, Stock/Water"
1578,Indian Meals,Soups,Cream of Spinach Soup,,"cream of spinach soup, cream of spinach soups, cream-of-spinach-soup, palak",1,soup bowl,462.6,100.5,5.2,3.4,13.3,1.7,1.1,2.4,4430,5,Meals / Prepared Food,curated,"Spinach, Cream, Onion, Garlic, Black Pepper, Salt, Stock/Water"
1579,Indian Meals,Soups,Cream of Tomato Soup,,"cream of tomato soup, cream of tomato soups, cream-of-tomato-soup, tamatar",1,soup bowl,462.4,97.8,4.6,3.9,13.1,1.4,1.8,2.4,4461,5,Meals / Prepared Food,curated,"Tomato, Cream, Onion, Garlic, Black Pepper, Salt, Stock/Water"
1580,Indian Meals,Soups,French Onion Soup,,"french onion soup, french onion soups, french-onion-soup, pyaaz, pyaz",1,soup bowl,351.9,55.6,11.4,4.3,14.4,1,1.5,2.4,11203,11,Meals / Prepared Food,curated,"Onion, Garlic, Black Pepper, Salt, Stock/Water"
1581,Indian Meals,Soups,Garlic Chickpea Soup,,"garlic chickpea soup, chana, chole, garlic chickpea soups, garlic-chickpea-soup, lahasun aur chane ka shoraba, lasan, lehsun",1,soup bowl,318.2,89.5,4.4,13.9,2,2.8,2.7,0.2,80,0,Meals / Prepared Food,curated,"Chickpeas (Chana), Chickpeas, Garlic, Onion, Black Pepper, Salt, Stock/Water"
1582,Indian Meals,Soups,Garlic Soup,,"garlic soup, garlic soups, garlic-soup, lasan, lehsun",1,bowl,144,194.9,2.4,7,17.6,1.7,2.4,6.5,179,23,Meals / Prepared Food,curated,"Garlic, Onion, Black Pepper, Salt, Stock/Water"
1583,Indian Meals,Soups,Ham and Bean Soup,,"ham and bean soup, ham and bean soups, ham-and-bean-soup",1,bowl,150.8,96,10.6,4.2,4.2,0.5,1.4,0.9,378,26,Meals / Prepared Food,curated,"Pork, Beans, Ham, Onion, Garlic, Black Pepper, Salt, Stock/Water"
1584,Indian Meals,Soups,Hot and Sour Soup,,"hot and sour soup, hot and sour soups, hot-and-sour-soup",1,soup bowl,393,31.5,3.1,1.8,1.3,0.6,0.7,0.2,163,18,Meals / Prepared Food,curated,"Onion, Garlic, Black Pepper, Salt, Stock/Water"
1585,Indian Meals,Soups,Lemon Coriander Soup,,"lemon coriander soup, dhaniya, lemon coriander soups, lemon-coriander-soup, nimbu",1,bowl,48.6,108.1,2.3,10.3,6.3,6.8,2.2,0.7,219,0,Meals / Prepared Food,curated,"Lemons, Onion, Garlic, Black Pepper, Salt, Stock/Water"
1586,Indian Meals,Soups,Lentil Soup,,"lentil soup, dal, lentil soups, lentil-soup",1,soup bowl,389.2,31.2,9.7,3.9,11.7,2.6,1.1,0.6,10419,2,Meals / Prepared Food,curated,"Lentils (Dal), Lentils, Onion, Garlic, Black Pepper, Salt, Stock/Water"
1587,Indian Meals,Soups,Millet Soup,,"millet soup, bajra, millet soups, millet-soup",1,bowl,231.5,56,11.3,8.2,12.6,2.8,1.5,0.4,10919,1,Meals / Prepared Food,curated,"Millet, Onion, Garlic, Black Pepper, Salt, Stock/Water"
1588,Indian Meals,Soups,Mixed Vegetable Soup,,"mixed vegetable soup, mixed vegetable soups, mixed-vegetable-soup",1,bowl,440.7,35.7,8.2,2.9,11.7,1.6,1.6,1.3,9202,4,Meals / Prepared Food,curated,"Onion, Garlic, Black Pepper, Salt, Stock/Water"
1589,Indian Meals,Soups,Mulligatawny Soup,,"mulligatawny soup, mulligatawny soups, mulligatawny-soup",1,bowl,348.8,54.4,11.3,8.2,13.3,2.6,1.3,0.8,11602,3,Meals / Prepared Food,curated,"Onion, Garlic, Black Pepper, Salt, Stock/Water"
1590,Indian Meals,Soups,Paneer Soup,,"paneer soup, paneer, paneer soups, paneer-soup",1,bowl,610.7,47.9,3.2,2.4,2.8,0.3,2,1.5,68,0,Meals / Prepared Food,curated,"Paneer (Cottage Cheese), Onion, Garlic, Black Pepper, Salt, Stock/Water"
1591,Indian Meals,Soups,Pumpkin Soup,,"pumpkin soup, kaddu, kohla, pumpkin soups, pumpkin-soup",1,bowl,318.4,40,0.5,2.1,3.2,1.2,1.5,0.6,45,1,Meals / Prepared Food,curated,"Pumpkin, Onion, Garlic, Black Pepper, Salt, Stock/Water"
1592,Indian Meals,Soups,Spinach Soup,,"spinach soup, palak, palak ka soup, spinach soups, spinach-soup",1,bowl,502.8,32.6,10.5,3,14.3,2,0.3,1.1,12088,4,Meals / Prepared Food,curated,"Spinach, Onion, Garlic, Black Pepper, Salt, Stock/Water"
1593,Indian Meals,Soups,Spinach Soup in Milk,,"spinach soup in milk, doodh, palak, spinach soup in milks, spinach-soup-in-milk",1,serving,100,56.7,2.9,4,3.2,0.8,3.3,1.9,31,0,Meals / Prepared Food,curated,"Spinach, Milk, Onion, Garlic, Black Pepper, Salt, Stock/Water"
1594,Indian Meals,Soups,Sweet Corn Soup,,"sweet corn soup, bhutta, makka, sweet corn soups, sweet-corn-soup",1,bowl,392.2,32.2,1,3.6,1.6,0.3,0.9,0.2,22,0,Meals / Prepared Food,curated,"Corn, Onion, Garlic, Black Pepper, Salt, Stock/Water"
1595,Indian Meals,Soups,Talaumein Soup,,"talaumein soup, talaumein soups, talaumein-soup",1,soup bowl,369.1,35.6,10.1,4.2,12.8,1.9,0.8,0.3,11088,12,Meals / Prepared Food,curated,"Onion, Garlic, Black Pepper, Salt, Stock/Water"
1596,Indian Meals,Soups,Whey Soup,,"whey soup, whey soups, whey-soup",1,bowl,223.4,68.9,3.5,6.3,3.3,0.8,5.9,1.4,87,1,Meals / Prepared Food,curated,"Onion, Garlic, Black Pepper, Salt, Stock/Water"
1597,Indian Meals,Vegetarian Mains & Curries,Al Yakhani,,"al yakhani, al yakhanis, al-yakhani",1,bowl,232,147.5,2.9,4.6,13.1,1.3,3.6,2.3,206,5,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1598,Indian Meals,Vegetarian Mains & Curries,American Frosting,,"american frosting, american frostings, american-frosting",1,serving,100,257.6,1.1,67.5,0,0,67.5,0,19,0,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1599,Indian Meals,Vegetarian Mains & Curries,Appam,,"appam, appams",1,appam,152.9,267.7,3.1,13.3,22.6,6.2,4.2,15.3,27,0,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1600,Indian Meals,Vegetarian Mains & Curries,Apple Jam,,"apple jam, apple jams, apple-jam, seb, seb ka murabba",1,serving,100,188.8,0.1,48.6,0.3,1.3,46.8,0.1,3,0,Meals / Prepared Food,curated,"Apple, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1601,Indian Meals,Vegetarian Mains & Curries,Apple Jelly,,"apple jelly, apple jellies, apple-jelly, seb, seb ki jelly",1,serving,100,152.1,0.1,39.4,0.2,0.9,38.2,0.1,2,0,Meals / Prepared Food,curated,"Apple, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1602,Indian Meals,Vegetarian Mains & Curries,Apple Mousse,,"apple mousse, apple mousses, apple-mousse, seb",1,bowl,365,106.9,4.2,12.8,4.3,1.6,10.6,2.2,29,58,Meals / Prepared Food,curated,"Apple, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1603,Indian Meals,Vegetarian Mains & Curries,Apple Snowballs,,"apple snowballs, apple snowball, apple snowballses, apple-snowballs, seb",1,piece,259.5,101.5,0.9,24.6,0.3,1.2,19.4,0.1,13,0,Meals / Prepared Food,curated,"Apple, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1604,Indian Meals,Vegetarian Mains & Curries,Apricot Fool,,"apricot fool, apricot fools, apricot-fool, khubani",1,tall stemmed glass,228.5,240.8,1.5,33.6,11.3,1,21.3,6.7,8,28,Meals / Prepared Food,curated,"Apricot, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1605,Indian Meals,Vegetarian Mains & Curries,Arhar with Spinach,,"arhar with spinach, arhar dal aur palak, arhar with spinaches, arhar-with-spinach, palak",1,curry bowl,403.3,52.8,2.1,4.8,2.8,1.3,0.2,1.5,110,6,Meals / Prepared Food,curated,"Toor Dal (Split Pigeon Pea), Lentils (Dal), Spinach, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Cumin, Salt"
1606,Indian Meals,Vegetarian Mains & Curries,Avial,,"avial, avials",1,bowl,335.1,124.6,2.5,8.5,8.9,5.4,3.8,6.2,81,0,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1607,Indian Meals,Vegetarian Mains & Curries,Baked Brinjal in Tomato Sauce,,"baked brinjal in tomato sauce, baingan, baked brinjal in tomato sauces, baked-brinjal-in-tomato-sauce, tamatar",1,bowl,430.9,38.6,1.6,4.1,1.6,2.3,2.2,0.4,80,0,Meals / Prepared Food,curated,"Eggplant (Brinjal), Tomato, Onion, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1608,Indian Meals,Vegetarian Mains & Curries,Baked Custard,,"baked custard, baked custards, baked-custard",1,bowl,213,106.5,5.4,9.5,5.3,0,9.4,2.6,47,86,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1609,Indian Meals,Vegetarian Mains & Curries,Baked Potato with Skin,,"baked potato with skin, aloo, baked potato with skins, baked-potato-with-skin",1,bowl,78.4,135.8,3.4,11.1,8.5,1.2,1.7,5.2,355,22,Meals / Prepared Food,curated,"Potato, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1610,Indian Meals,Vegetarian Mains & Curries,Baked Vegetables,,"baked vegetables, baked vegetabl, baked vegetableses, baked-vegetables",1,bowl,302.5,89,3.7,8.4,4.4,2.3,2.6,2.7,125,8,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1611,Indian Meals,Vegetarian Mains & Curries,Baked Vegetables with Spinach,,"baked vegetables with spinach, baked vegetables with spinaches, baked-vegetables-with-spinach, palak",1,bowl,423.5,77.8,3.2,6.9,4,2.3,2.1,2.2,123,7,Meals / Prepared Food,curated,"Spinach, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1612,Indian Meals,Vegetarian Mains & Curries,Banana Appam,,"banana appam, banana appams, banana-appam, kela",1,appam,290.4,469.8,1.2,20.1,42.5,0.7,9.9,5.7,20,0,Meals / Prepared Food,curated,"Banana, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1613,Indian Meals,Vegetarian Mains & Curries,Banana Groundnut Paste/puree,,"banana groundnut paste/puree, banana groundnut paste/purees, banana-groundnut-paste/puree, kela",1,serving,100,213.2,4.3,36.2,5.5,1.7,31.7,1.7,17,0,Meals / Prepared Food,curated,"Banana, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1614,Indian Meals,Vegetarian Mains & Curries,Barbeque Sauce,,"barbeque sauce, barbeque sauces, barbeque-sauce",1,serving,100,121.9,1,20.5,4.5,0.7,18.9,0.5,505,0,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1615,Indian Meals,Vegetarian Mains & Curries,Bathua Bhujia,,"bathua bhujia, bathua bhujias, bathua-bhujia",1,bowl,198.4,90.9,2.3,3.6,7.3,3.8,1.1,0.9,82,0,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1616,Indian Meals,Vegetarian Mains & Curries,Beans Foogath,,"beans foogath, beans foogaths, beans-foogath",1,small bowl,181.2,105.1,2,3.3,9.2,4.1,1.7,3,81,0,Meals / Prepared Food,curated,"Green Beans, Beans, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1617,Indian Meals,Vegetarian Mains & Curries,Beans and Macaroni,,"beans and macaroni, beans and macaronis, beans-and-macaroni",1,plate,254.2,136.1,4.6,14.2,7,2,1.7,4.2,183,20,Meals / Prepared Food,curated,"Green Beans, Pasta, Macaroni, Beans, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1618,Indian Meals,Vegetarian Mains & Curries,Beans with Coconut,,"beans with coconut, beans with coconuts, beans-with-coconut, nariyal, nariyal aur sem/phali; beans thoran",1,bowl,149.5,131.6,2.6,4.4,11.4,5.6,2.1,4.5,272,0,Meals / Prepared Food,curated,"Green Beans, Coconut, Beans, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1619,Indian Meals,Vegetarian Mains & Curries,Bengal 5 Spice Blend,,"bengal 5 spice blend, bengal 5 spice blends, bengal-5-spice-blend, panch phoran",1,serving,100,289.8,18.3,20,22.2,18.4,1.4,0.8,51,0,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1620,Indian Meals,Vegetarian Mains & Curries,Besan Bathua Chilla/cheela,,"besan bathua chilla/cheela, besan, besan bathua chilla/cheelas, besan-bathua-chilla/cheela",1,cheela,30.1,373.8,11.5,40.6,18.6,7.8,1.4,10,166,41,Meals / Prepared Food,curated,"Chickpeas (Chana), Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1621,Indian Meals,Vegetarian Mains & Curries,Besan Gatte Curry,,"besan gatte curry, besan, besan gatte curries, besan-gatte-curry",1,bowl,255.7,189.4,7.8,16.3,10.7,3.2,4.5,2.2,356,3,Meals / Prepared Food,curated,"Chickpeas (Chana), Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1622,Indian Meals,Vegetarian Mains & Curries,Besan Kadhi with Pakodies,,"besan kadhi with pakodies, besan, besan kadhi with pakodieses, besan kadhi with pakody, besan-kadhi-with-pakodies",1,bowl,586.8,403.3,1.6,3.6,42.6,0.8,0.9,5.3,61,1,Meals / Prepared Food,curated,"Chickpeas (Chana), Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1623,Indian Meals,Vegetarian Mains & Curries,Bhel Puri,,"bhel puri, bhel puris, bhel-puri",1,plate,700.9,509.9,3.5,16.5,47.9,2.2,3.4,5.8,94,0,Meals / Prepared Food,curated,"Whole Wheat Flour (Atta), Puffed Rice/Sev, Tamarind Chutney, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1624,Indian Meals,Vegetarian Mains & Curries,Black Channa Curry/Bengal Gram Curry,,"black channa curry/bengal gram curry, black channa curry/bengal gram curries, black-channa-curry/bengal-gram-curry, kale chane ki curry",1,bowl,119.9,140.7,5.7,14.1,6.6,8,2.4,0.8,359,0,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1625,Indian Meals,Vegetarian Mains & Curries,Brinjal Bhartha,,"brinjal bhartha, baingan, baingan ka bhartha, brinjal bharthas, brinjal-bhartha",1,bowl,325.8,65.1,1.4,4.4,4.5,3.3,1.8,0.6,132,0,Meals / Prepared Food,curated,"Eggplant (Brinjal), Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1626,Indian Meals,Vegetarian Mains & Curries,Broccoli Delight,,"broccoli delight, broccoli delights, broccoli-delight",1,bowl,199.5,40.7,2.5,2.3,2.5,2.8,1.1,0.3,59,0,Meals / Prepared Food,curated,"Broccoli, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1627,Indian Meals,Vegetarian Mains & Curries,Brown Sauce,,"brown sauce, brown sauces, brown-sauce",1,serving,100,109.2,11.9,5.4,23.7,1.7,0.1,1.1,14175,0,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1628,Indian Meals,Vegetarian Mains & Curries,Butter Icing,,"butter icing, butter icings, butter-icing, makhan",1,tablespoon,16.2,500.7,0.2,71.6,25.4,0,71.6,16.1,6,66,Meals / Prepared Food,curated,"Butter, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1629,Indian Meals,Vegetarian Mains & Curries,Cabbage Kofta Curry,,"cabbage kofta curry, band gobi, cabbage kofta curries, cabbage-kofta-curry, patta gobi, pattagobhi kofta curry",1,bowl,713.2,639.8,1,2.9,69.4,0.9,0.9,8.4,93,0,Meals / Prepared Food,curated,"Cauliflower, Cabbage, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1630,Indian Meals,Vegetarian Mains & Curries,Cabbage Manchurian,,"cabbage manchurian, band gobi, cabbage manchurians, cabbage-manchurian, patta gobi, pattagobhi manchurian",1,bowl,740.4,224.3,0.6,4.8,22.5,0.4,0.3,2.7,75,0,Meals / Prepared Food,curated,"Cauliflower, Cabbage, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1631,Indian Meals,Vegetarian Mains & Curries,Cabbage and Peas,,"cabbage and peas, band gobi, cabbage and pea, cabbage and peases, cabbage-and-peas, matar, patta gobi, pattagobhi aur matar",1,bowl,166.2,63.9,3.2,6.2,2.6,4,1,0.3,254,0,Meals / Prepared Food,curated,"Cauliflower, Cabbage, Green Peas, Peas, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1632,Indian Meals,Vegetarian Mains & Curries,Caramel Custard,,"caramel custard, baked, caramel custards, caramel-custard, steamed",1,bowl,228.8,122.1,5,15,4.9,0,15,2.4,44,80,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1633,Indian Meals,Vegetarian Mains & Curries,Carrot Apple Sandwich,,"carrot apple sandwich, carrot apple sandwiches, carrot-apple-sandwich, gajar, gajar aur seb ka sandwich, seb",1,triangle,97.2,214.1,5.3,29,9.1,3.7,5.3,5.2,303,21,Meals / Prepared Food,curated,"Carrot, Carrots, Apple, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1634,Indian Meals,Vegetarian Mains & Curries,Carrot Murabba,,"carrot murabba, carrot murabbas, carrot-murabba, gajar, gajar ka murabba",1,serving,100,175.2,0.3,45.6,0.2,1.4,44.8,0,20,0,Meals / Prepared Food,curated,"Carrot, Carrots, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1635,Indian Meals,Vegetarian Mains & Curries,Carrot and Cabbage with Coconut,,"carrot and cabbage with coconut, band gobi, carrot and cabbage with coconuts, carrot-and-cabbage-with-coconut, gajar, nariyal, nariyal ke saath pattagobhi aur gajar, patta gobi",1,bowl,199.5,106.6,1.8,5,8.6,4.5,2.4,3.4,220,0,Meals / Prepared Food,curated,"Cauliflower, Cabbage, Carrot, Coconut, Carrots, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1636,Indian Meals,Vegetarian Mains & Curries,Carrot and Fenugreek Leaves,,"carrot and fenugreek leaves, carrot and fenugreek leav, carrot and fenugreek leaveses, carrot-and-fenugreek-leaves, gajar, gajar methi, methi",1,bowl,190.7,61.9,2.1,4.2,3.8,4.4,2.1,0.5,263,0,Meals / Prepared Food,curated,"Fenugreek Leaves (Methi), Carrot, Carrots, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1637,Indian Meals,Vegetarian Mains & Curries,Cauliflower Au Gratin,,"cauliflower au gratin, cauliflower au gratins, cauliflower-au-gratin, gobi, phool gobi",1,bowl,336.3,145.9,4.5,9.1,10.2,1.4,3,6.2,165,22,Meals / Prepared Food,curated,"Cauliflower, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1638,Indian Meals,Vegetarian Mains & Curries,Cauliflower Basket,,"cauliflower basket, cauliflower baskets, cauliflower-basket, gobi, phool gobi",1,portion,241.5,90.9,5.2,4,5.9,2.4,1.5,3.3,194,51,Meals / Prepared Food,curated,"Cauliflower, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1639,Indian Meals,Vegetarian Mains & Curries,Cauliflower Kofta Curry,,"cauliflower kofta curry, cauliflower kofta curries, cauliflower-kofta-curry, gobi, phool gobi, phoolgobhi kofta curry",1,bowl,711.2,641.1,1,2.6,69.6,1,0.8,8.4,94,0,Meals / Prepared Food,curated,"Cauliflower, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1640,Indian Meals,Vegetarian Mains & Curries,Cauliflower Musallam,,"cauliflower musallam, cauliflower musallams, cauliflower-musallam, gobi, phool gobi, phoolgobhi musallam",1,bowl,216,58.8,1.9,4.5,3.5,3.1,1.7,0.5,123,0,Meals / Prepared Food,curated,"Cauliflower, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1641,Indian Meals,Vegetarian Mains & Curries,Cauliflower with Coconut,,"cauliflower with coconut, cauliflower with coconuts, cauliflower-with-coconut, gobi, nariyal, nariyal ke saath phoolgobhi, phool gobi",1,bowl,149.5,132.1,2.6,4,11.6,5.3,1.7,4.5,286,0,Meals / Prepared Food,curated,"Cauliflower, Coconut, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1642,Indian Meals,Vegetarian Mains & Curries,"Cauliflower, Pea and Potato Bhujia",,"cauliflower, pea and potato bhujia, aloo, cauliflower, pea and potato bhujias, cauliflower,-pea-and-potato-bhujia, gobi, matar, phool gobi, phoolgobhi, matar aur aloo bhujia",1,bowl,191.2,95.7,2.8,8.2,5.5,3.3,1.5,0.7,86,0,Meals / Prepared Food,curated,"Potato, Cauliflower, Green Peas, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1643,Indian Meals,Vegetarian Mains & Curries,Cereal Mix,,"cereal mix, cereal mixes, cereal-mix",1,serving,125,120.8,3.3,21.8,2,2,10.7,0.4,9,0,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1644,Indian Meals,Vegetarian Mains & Curries,Channa Murmura Premix,,"channa murmura premix, channa murmura premixes, channa-murmura-premix",1,serving,100,339.1,10.6,72.6,3.3,8.2,1.5,0,206,0,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1645,Indian Meals,Vegetarian Mains & Curries,Charlotte Rousse,,"charlotte rousse, charlotte rousses, charlotte-rousse",1,bowl,253,188.3,4,34.1,4.8,1,20.5,2.7,56,47,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1646,Indian Meals,Vegetarian Mains & Curries,Chat Masala,,"chat masala, chat masalas, chat-masala",1,serving,100,222.6,8.2,23.9,9.9,18.6,0.8,0.3,11874,0,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1647,Indian Meals,Vegetarian Mains & Curries,Checker Board Sandwich,,"checker board sandwich, checker board sandwiches, checker-board-sandwich",1,square,36.8,348.4,7.4,25.9,24.7,2.2,2.9,14.9,358,64,Meals / Prepared Food,curated,"Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
1648,Indian Meals,Vegetarian Mains & Curries,Cheese Balls,,"cheese balls, cheese ball, cheese ballses, cheese-balls",1,piece,59.1,681.3,2.2,4.8,72.6,0.2,0.6,11.1,121,38,Meals / Prepared Food,curated,"Cheese, Onion, Tomato, Garlic, Ginger, Cooking Oil, Turmeric, Red Chili Powder, Coriander Powder, Cumin, Salt"
